Name,AttributeDescription,Type,Units,Length,ValidValues,AggDefaultValues,DefaultValue1,DefaultValueDesciption1,DefaultValue2,DefaultValueDesciption2,DefaultValue3,DefaultValueDesciption3,DefaultValue4,DefaultValueDesciption4,DefaultValue5,DefaultValueDesciption5,DefaultValue6,DefaultValueDesciption6,Equifax_TU_Availability,LeveledWithExperian,ExpNewData_ArchiveAvailableDate_Arf7SubsegKeyword,RecommendedNotToUse_NCAPImpact
REV8150,"Number of months since the most recent 30 days delinquency on revolving trades, excluding unsatisfied derogatory including indeterminates",number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory
",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV8151,"Number of months since the most recent 30-180 days delinquency on revolving trades, excluding unsatisfied derogatory including indeterminates",number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory
",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV8153,"Number of months since the most recent 60 days delinquency on revolving trades, excluding unsatisfied derogatory including indeterminates",number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory
",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV8157,"Number of months since the most recent 90-180 days delinquency on revolving trades, excluding unsatisfied derogatory including indeterminates",number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory
",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate revolving trade with delinquency required excluding unsatisfied derogatory",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV8160,Number of months since the most recent derogatory on revolving trades including indeterminates,number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate derogatory revolving trade
",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate derogatory revolving trade",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV8220,Number of months since the oldest revolving trade was opened including indeterminates,number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate revolving trade
9994: No open, closed, or indeterminate revolving trade with a valid open date",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate revolving trade",9994,"No open, closed, or indeterminate revolving trade with a valid open date",Null,Null,Null,Null,Null,Null,Null,Null
REV8320,Average number of months since revolving trades were opened including indeterminates,number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate revolving trade
9994: No open, closed, or indeterminate revolving trade with a valid open date",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate revolving trade",9994,"No open, closed, or indeterminate revolving trade with a valid open date",Null,Null,Null,Null,Null,Null,Null,Null
RPM0300,Total number of real-estate property management trades,number,Trades,2,0-90,"99: No trade excluding collections


",99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"Not Leveled: EQU FFF v5, AP v5, & FFF v6; TU FFR v4.0 & v4.1 Standard/ CreditVision",Null,Null
RPM2320,Total number of real-estate property management trades ever 30 or more days delinquent or derogatory,number,Trades,2,0-90,"99: No trade excluding collections
98: No real-estate property management trade

",99,No trade excluding collections,98,No real-estate property management trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,"Not Leveled: EQU FFF v5, AP v5, & FFF v6; TU FFR v4.0 & v4.1 Standard/ CreditVision",Null,Null
RPM5020,Total balance on open real-estate property management trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No real-estate property management trade
999999997: No real-estate property management trade reported within timeframe required
999999996: No open real-estate property management trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No real-estate property management trade,999999997,No real-estate property management trade reported within timeframe required,999999996,No open real-estate property management trade reported within timeframe required,Null,Null,Null,Null,Null,"Not Leveled: EQU FFF v5, AP v5, & FFF v6; TU FFR v4.0 & v4.1 Standard/ CreditVision",Null,Null
RPM5320,Total credit amount on open real-estate property management trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No real-estate property management trade
999999997: No real-estate property management trade reported within timeframe required
999999996: No open real-estate property management trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No real-estate property management trade,999999997,No real-estate property management trade reported within timeframe required,999999996,No open real-estate property management trade reported within timeframe required,Null,Null,Null,Null,Null,"Not Leveled: EQU FFF v5, AP v5, & FFF v6; TU FFR v4.0 & v4.1 Standard/ CreditVision",Null,Null
RPM5820,Total monthly payment on open real-estate property management trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No real-estate property management trade
999999997: No real-estate property management trade reported within timeframe required
999999996: No open real-estate property management trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No real-estate property management trade,999999997,No real-estate property management trade reported within timeframe required,999999996,No open real-estate property management trade reported within timeframe required,Null,Null,Null,Null,Null,"Not Leveled: EQU FFF v5, AP v5, & FFF v6; TU FFR v4.0 & v4.1 Standard/ CreditVision",Null,Null
